Sentence,Sentiment,words per sentence,label,cleaned_sentences
"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",positive,24,1,future company intend look know outside company cooperate actor sector .
"You need to be ready when the window opens up , Rosberg said .",neutral,14,0,need ready window open rosberg say .
"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,14,0,"50,000 tonne asphalt mix contract ."
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",neutral,25,0,pa jpmorgan chase co nyse jpm pohjoa bank joint lead manager senior unsecured deal .
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,22,1,$ ctrp break good vol parser buy signal notice bob lang comment look 48 fast
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",neutral,19,0,sale finland decrease 10.5 % january sale outside finland drop 17 % .
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",negative,18,-1,"pulp production finnish kemij+ñrvi liquidate 1,100 employee loose job ."
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,14,0,nordea cheap couple 30 debt .
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral,19,0,jussi pesonen member sampo board 2006 renounce seat sampo board .
"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",negative,9,-1,"tesla recall 2,700 model x car $ tsla"
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,18,1,adjust change group structure division net sale increase 1.7 % .
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",neutral,33,0,make matter difficult company say grapple high oil gas prices push cost energy raw material transportation .
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,positive,22,1,amending proposal simplifie propose plan increase incentive key employee stay company .
The solution will now be expanded to include all ground staff tasks .,neutral,13,0,solution expand include ground staff task .
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,22,-1,operate loss total eur 3.2 mn compare profit eur 7.2 mn quarter 2008 .
"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",positive,24,1,fedday look sharp equity $ aapl $ hd $ low $ fb see $ uvxy $ tvix getting hammer market .
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,19,1,net sale total eur 93.6 mn eur 93.2 mn corresponding period 2005 .
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral,15,0,consequence works council withdraw petition suspend reorganisation .
CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,positive,13,1,ceo erkki j+ñrvinen happy company performance 2010 .
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",positive,20,1,comparable net sale expect increase 10 % 2008 line group target .
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",positive,21,1,follow transaction lundbeck worldwide right nalmefene exclude north america mexico turkey south korea .
"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",neutral,20,0,government start sell month put 8 percent stake teliasonera auction bloc .
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,24,0,report go provide detailed profile lead european specialty chemical company brief profile major player .
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,29,1,operate profit net sale month period increase respectively eur16 .0 m eur139 m compare corresponding quarter 2006 .
The company expects its net sales for the whole 2009 to be at previous year levels .,neutral,17,0,company expect net sale 2009 previous year level .
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral,19,0,company headquarter sievi finland list nordic exchange helsinki .
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,19,1,commission income increase 22 % eur 4.4 mn lending volume rise 13.5 % .
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",neutral,41,0,finnish company sell uk operation consist 50 staff office london birmingham manchester deal hampden july 2001 european wide property casualty arm sampo industrial .
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",negative,18,-1,building home improvement trade sale decrease 22.5 % eur 201.4 mn .
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",neutral,39,0,innova 2 building locate close downtown immediate vicinity paviljonki travel center walking distance heart city thank trade fair bridge .
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",neutral,32,0,finnish textile clothing group marimekko oyj post net profit 7.99 mln euro $ 10.4 mln 2006 compare 8.4 mln euro $ 10.9 mln 2005 .
The main strength of the cooperation project lies in merging the know-how of two large companies .,positive,17,1,main strength cooperation project lie merge know large company .
Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,neutral,23,0,shareholder right agenda agm item competence general meeting .
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,positive,32,1,kazgiprotsvetmet outotec finland sign agreement strategic cooperation marketing providing mineral processing metallurgical plant related service kazakhstan surround country .
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",neutral,23,0,rapid decrease net sale personnel reduction carry wide scale initially expect .
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral,21,0,government instead propose exchange state stake lmt teliasonera stake lattelecom .
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,neutral,15,0,stora release fourth quarter 2009 year earning feb. 4 .
Full-year operating result for 2008 was 3.6 million negative .,neutral,10,0,year operating result 2008 3.6 million negative .
$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,negative,17,-1,$ nq get hit hard low > look like find support 18.89
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",neutral,16,0,2008 avc systemhaus net sale eur 10 million usd 7.1 m .
"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",positive,39,1,"company establish 3 g base station 17,000 foot foot mount everest enable mountain climber 29,035 foot summit surf internet send video exploit ."
We offer our customers solutions based on renewable raw materials .,neutral,11,0,offer customer solution base renewable raw material .
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,neutral,20,0,survey conduct taloustutkimus sampo life show company badly prepared lose key staff member .
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",neutral,40,0,antti orkola president kemira growhow industrial solutions unit tell thomson financial news company open prices phosphate ` depressed long time .
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,positive,16,1,pretax profit group life insurance business increase eur36 m eur27 m .
We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,neutral,42,0,available follow brand new market analyse cement pakistan cement malaysia cement taiwan cement philippines analysis clear overview actual situation future outlook cement industry asian country .
"The Company serves approximately 3,000 customers in over 100 countries .",neutral,11,0,"company serve approximately 3,000 customer 100 country ."
RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,negative,13,-1,rt @alphatrends vmarkets act weak $ spy $ qqq $ xlf $ smh $ iwm
